"","source","id","onlyTrainingOptimization","model","performance","adaptModelInTesting","a","b","s"
"1","WaspsNew","D139",TRUE,"RLELO_F",0.572154096594109,FALSE,1.5,0.5,0.5
"2","WaspsNew","D187",TRUE,"RLELO_F",0.507942691566357,FALSE,1.63834726085363,-0.019696946462451,0.166539224722442
"3","WaspsNew","D201",TRUE,"RLELO_F",0.583083514930572,FALSE,0.5,0.5,0.5
"4","WaspsNew","D216",TRUE,"RLELO_F",0.587057382968877,FALSE,0.48628102404821,0.502257322243421,1.44749957985591
"5","WaspsNew","D217",TRUE,"RLELO_F",0.681423598792014,FALSE,1.03206134799732,1.54193541589847,1.6710989154125
"6","WaspsNew","D223",TRUE,"RLELO_F",0.554731676561562,FALSE,1.26248962351361,0.473740228850599,0.471402920587139
"7","WaspsNew","D229",TRUE,"RLELO_F",0.507952137850582,FALSE,1.5,0.5,0.5
"8","WaspsNew","D239B",TRUE,"RLELO_F",0.520047358935282,FALSE,0.260690091571795,-0.097735277622269,-0.383802875368822
"9","WaspsNew","D257",TRUE,"RLELO_F",0.502995262276707,FALSE,1.45380828126068,-0.020973622577453,-0.129562933286538
"10","WaspsNew","D67A",TRUE,"RLELO_F",0.642257045273457,FALSE,1.51623241043819,0.588793204085848,0.733135745349217
"11","WaspsNew","D81B",TRUE,"RLELO_F",0.712628259697074,FALSE,1.5,1.5,0.5
"12","WaspsNew","D92B",TRUE,"RLELO_F",0.577746486042928,FALSE,1.84645660279784,1.400924304651,1.61146028097242
"13","WaspsNew","D122",TRUE,"RLELO_F",0.460354726912352,FALSE,0.913808070766618,1.48861633315484,0.882964779871385
"14","WaspsNew","D133",TRUE,"RLELO_F",0.476377051673606,FALSE,0.479893234482977,1.59622266884647,0.422786555701058
"15","WaspsNew","D140",TRUE,"RLELO_F",0.747240699319511,FALSE,0.5,0.5,1.5
"16","WaspsNew","D149",TRUE,"RLELO_F",0.364616592977933,FALSE,1.74712796142499,1.49963756276422,0.462283436162998
"17","WaspsNew","D15",TRUE,"RLELO_F",0.657283565410064,FALSE,0.498728233082239,0.496374923941129,1.50070726341401
"18","WaspsNew","D22",TRUE,"RLELO_F",0.531364321519459,FALSE,1.43228024169668,-0.059976382374479,0.149264987122093
"19","WaspsNew","D43",TRUE,"RLELO_F",0.719690848422676,FALSE,0.429950547609066,-0.41883529070867,0.617897336746677
"20","WaspsNew","D45",TRUE,"RLELO_F",0.721398213482875,FALSE,0.414725876144226,0.6280568579537,0.75738250609681
"21","WaspsNew","D50",TRUE,"RLELO_F",0.635470467402359,FALSE,-0.284599067594785,-0.684461506797635,-0.626742933701709
"22","WaspsNew","D55",TRUE,"RLELO_F",0.618432485312133,FALSE,-0.160075239009249,0.335156900536209,-0.305550064676079
"23","WaspsNew","D71",TRUE,"RLELO_F",0.794221101390786,FALSE,0.424025889771074,0.413206739679906,1.72179915360057
"24","WaspsNew","M17",TRUE,"RLELO_F",0.697839611323678,FALSE,0.503581071004572,1.49308355432345,1.49938855424315
"25","WaspsNew","M21",TRUE,"RLELO_F",0.691345240758947,FALSE,1.5,1.5,0.5
"26","WaspsNew","M22",TRUE,"RLELO_F",0.61208836807214,FALSE,0.987238986908499,1.0523615990559,1.69730917267868
"27","WaspsNew","M23",TRUE,"RLELO_F",0.655684280901751,FALSE,1.5,0.5,1.5
"28","WaspsNew","M28B",TRUE,"RLELO_F",0.534626147488784,FALSE,0.032816606776191,0.263509791395235,-0.310455269004158
"29","WaspsNew","M29",TRUE,"RLELO_F",0.50422421297317,FALSE,1.81232897699538,-0.049307797878019,0.395746632506409
"30","WaspsNew","M31A",TRUE,"RLELO_F",0.622986393695362,FALSE,1.5,1.5,0.5
"31","WaspsNew","M10A",TRUE,"RLELO_F",0.761363480570655,FALSE,0.451867465565648,1.68594345737053,1.33997409650303
"32","WaspsNew","M10B",TRUE,"RLELO_F",0.414819628565399,FALSE,1.5,0.5,0.5
"33","WaspsNew","M11",TRUE,"RLELO_F",0.604069228866492,FALSE,0.152433680697103,-0.448522468270004,-0.173537231229154
"34","WaspsNew","M24",TRUE,"RLELO_F",0.753452971559865,FALSE,0.281835717921604,1.63074808920369,0.780614809074616
"35","WaspsNew","M32A",TRUE,"RLELO_F",0.553847630438572,FALSE,0.102782184243911,-0.098434267885395,-0.237504323068272
"36","WaspsNew","M32C",TRUE,"RLELO_F",0.539724374700967,FALSE,1.41368660285244,0.587816579547349,1.28242645880197
"37","WaspsNew","M4",TRUE,"RLELO_F",0.532540785530132,FALSE,2.35608062660996,-0.02125531599942,0.588443454837381
"38","WaspsNew","M6",TRUE,"RLELO_F",0.651096351028614,FALSE,-0.194681956952518,-0.192380328770067,1.64699301293051
"39","WaspsNew","M7",TRUE,"RLELO_F",0.754166647204507,FALSE,-0.105161373430434,-0.546940769594991,1.00099820807907
"40","WaspsNew","M9",TRUE,"RLELO_F",0.836790402476891,FALSE,0.388787646508037,1.43562451827168,2.66448686788433
"41","RGMDL3","1",TRUE,"RLELO_F",0.633273849672859,FALSE,1.5,0.5,0.5
"42","RGMDL3","2",TRUE,"RLELO_F",0.787484674722257,FALSE,3.12489344922938,2.32770299631075,-0.006199753473155
"43","RGMDL3","3",TRUE,"RLELO_F",0.637541845206718,FALSE,2.51110398175719,0.29901058139094,0.231660209296542
"44","RGMDL3","4",TRUE,"RLELO_F",0.721670068305445,FALSE,2.65341467620745,1.99470742422503,0.028334542133277
"45","Camarena","1",TRUE,"RLELO_F",0.771476089563134,FALSE,1.5,0.5,1.5
"46","Camarena","4",TRUE,"RLELO_F",0.73750578012647,FALSE,2.48020987524664,0.453831609110331,-0.414798394308218
"47","Camarena","5",TRUE,"RLELO_F",0.693088701109601,FALSE,1.03502469774569,1.52297612621605,0.317599161411959
"48","Camarena","6",TRUE,"RLELO_F",0.758090589607913,FALSE,1.92393392529607,0.973173794626399,-0.111398349202631
"49","RGMDL2","1",TRUE,"RLELO_F",0.838416426158768,FALSE,2.63763068828421,2.45277870097269,0.036052524744478
"50","Camarena","7",TRUE,"RLELO_F",0.834160670129248,FALSE,1.84030392647993,1.76549646049182,-0.122079810980639
"51","Camarena","8",TRUE,"RLELO_F",0.763217322520331,FALSE,1.5,0.5,0.5
"52","RGMDL2","2",TRUE,"RLELO_F",0.862191598315288,FALSE,2.3770096047159,1.75323823794523,-0.079900485734619
"53","Camarena","9",TRUE,"RLELO_F",0.723117214219001,FALSE,0.5,0.5,0.5
"54","Camarena","10",TRUE,"RLELO_F",0.747902750265287,FALSE,1.5,1.5,0.5
"55","RGMDL2","3",TRUE,"RLELO_F",0.831068786454271,FALSE,2.26926271594612,2.13192026648691,-0.0116406230418
"56","Camarena","11",TRUE,"RLELO_F",0.733890605808322,FALSE,1.80302723835558,0.751640823674667,-0.142695085600131
"57","Camarena","2",TRUE,"RLELO_F",0.707120723114945,FALSE,1.00350880141156,0.360081203562005,1.51540928062222
"58","RGMDL2","4",TRUE,"RLELO_F",0.854327857332881,FALSE,2.89669600486668,1.30048079518237,-0.04442637398084
"59","Humans","1",TRUE,"RLELO_F",0.556992737833558,FALSE,0.502511432549476,0.500113283737694,0.502989759590118
"60","Humans","3",TRUE,"RLELO_F",0.622630700239055,FALSE,0.461602512197963,0.998480535139642,1.50654133146911
"61","Humans","5",TRUE,"RLELO_F",0.548122335415227,FALSE,0.508247347540977,0.547621015481826,0.457401751585094
"62","Humans","7",TRUE,"RLELO_F",0.572071181472742,FALSE,0.603926767769748,0.436835608677172,1.52888748188662
"63","Humans","9",TRUE,"RLELO_F",0.597035013040543,FALSE,2.00675023378075,3.14357125880961,0.214526901877072
"64","Humans","11",TRUE,"RLELO_F",0.707278957911381,FALSE,1.99541399648364,1.97090907064653,-0.548656032344198
"65","Humans","13",TRUE,"RLELO_F",0.604298266415082,FALSE,1.5,1.5,1.5
"66","Humans","15",TRUE,"RLELO_F",0.739684572494658,FALSE,1.50046138577142,1.49522559778015,1.49383336697516
"67","Humans","21",TRUE,"RLELO_F",0.65237537473953,FALSE,1.58147060589804,1.41575368084201,1.54347525828488
"68","Humans","23",TRUE,"RLELO_F",0.764302425898099,FALSE,1.53417479020004,3.07862975461828,-0.08362993256934
"69","Humans","25",TRUE,"RLELO_F",0.564571455458913,FALSE,1.5,0.5,0.5
"70","Humans","27",TRUE,"RLELO_F",0.640965724918262,FALSE,1.5,1.5,0.5
"71","Humans","29",TRUE,"RLELO_F",0.541361421554894,FALSE,0.5,0.528597140120785,0.378315146477007
"72","Humans","31",TRUE,"RLELO_F",0.721257937324333,FALSE,2.86363245529271,2.554416416458,-0.068574854110923
"73","Humans","33",TRUE,"RLELO_F",0.548788708061189,FALSE,1.48762204998956,0.493434848906681,0.506915617807606
"74","Humans","35",TRUE,"RLELO_F",0.647530095598248,FALSE,1.5,1.5,1.5
"75","Humans","37",TRUE,"RLELO_F",0.670936005174117,FALSE,2.44283347508835,1.31996325228007,1.25961677210879
"76","Humans","41",TRUE,"RLELO_F",0.687626799364067,FALSE,3.19670730519243,2.17662086533918,-0.549146584280601
"77","Humans","43",TRUE,"RLELO_F",0.589920532715487,FALSE,2.40021301091773,0.27306854028846,1.64292249612799
"78","FHL","1",TRUE,"RLELO_F",0.548094772120936,FALSE,1.44936254328787,0.521057142028284,0.47002176210436
"79","FHL","2",TRUE,"RLELO_F",0.569023309884979,FALSE,2.39151872557053,1.64683104242949,0.062439543583631
"80","FHL","3",TRUE,"RLELO_F",0.520874918527474,FALSE,1.25755257153347,0.576763191092788,0.418050462096616
"81","HumScrm","1",TRUE,"RLELO_F",0.889751471601282,FALSE,2.94023339777786,2.67482747493226,0.0696103358421
"82","HumScrm","2",TRUE,"RLELO_F",0.674225580297526,FALSE,2.64606521920123,2.29056102200446,-0.516474158851234
"83","HumScrm","3",TRUE,"RLELO_F",0.758957037010685,FALSE,2.38767933642663,2.4913333620852,-0.891940524156987
"84","HumScrm","4",TRUE,"RLELO_F",0.875522693735478,FALSE,2.47855322605353,2.17908807826811,-0.033483600048894
"85","HumScrm","5",TRUE,"RLELO_F",0.778508854854023,FALSE,3.38993406743251,1.57624304867155,-0.075419511504236
"86","HumScrm","6",TRUE,"RLELO_F",0.886809594631643,FALSE,2.52713054332927,2.12753297200223,0.023558673274812
"87","HumScrm","7",TRUE,"RLELO_F",0.8560938254286,FALSE,2.42701575812067,1.83374537886844,-0.167350933355887
"88","HumScrm","8",TRUE,"RLELO_F",0.866697793403653,FALSE,4.16314108903594,1.69388510874082,0.050530687631347
"89","HumScrm","9",TRUE,"RLELO_F",0.859271756309157,FALSE,2.04665597131257,2.77206592202344,-0.250333127854437
"90","HumScrm","10",TRUE,"RLELO_F",0.825925821210506,FALSE,2.82734421341204,1.66041852299055,-0.135295774096989
"91","HumScrm","11",TRUE,"RLELO_F",0.542966516142807,FALSE,1.71676655179651,0.828653081741443,1.47445902119053
"92","HumScrm","12",TRUE,"RLELO_F",0.913436307314541,FALSE,1.91168926943068,2.44015558459227,0.142329717027537
"93","HumScrm","13",TRUE,"RLELO_F",0.948357025118809,FALSE,3.84462580485492,3.28584153732085,0.029800532082512
"94","HumScrm","14",TRUE,"RLELO_F",0.895646302832787,FALSE,2.48716066835269,2.07554304674368,0.063573761353114
"95","HumScrm","15",TRUE,"RLELO_F",0.801652269302805,FALSE,2.03377393316693,1.40869623437368,-0.087925565591478
"96","HumScrm","16",TRUE,"RLELO_F",0.85236991315713,FALSE,2.64054081414904,1.73942871250021,0.161185375573645
"97","HumScrm","17",TRUE,"RLELO_F",0.772523390434378,FALSE,2.5278903499677,1.84158452314239,-0.034155460886436
"98","HumScrm","18",TRUE,"RLELO_F",0.520997091667313,FALSE,1.53525902215904,1.48178355247512,1.25317017523006
"99","HumScrm","19",TRUE,"RLELO_F",0.539745955606012,FALSE,-0.895230992685516,0.391084898402203,1.83654102709383
"100","HumScrm","20",TRUE,"RLELO_F",0.8191561582006,FALSE,2.43305826833331,1.63461152654809,0.166410424600465
"101","HumScrm","21",TRUE,"RLELO_F",0.527506504170589,FALSE,0.997672856082108,0.45181600637112,1.50017628683817
"102","HumScrm","22",TRUE,"RLELO_F",0.549001477478998,FALSE,1.5,0.5,0.5
"103","HumScrm","23",TRUE,"RLELO_F",0.885678221449234,FALSE,2.28536223459384,1.73519322992008,-0.072617066697745
"104","HumScrm","24",TRUE,"RLELO_F",0.748205197707679,FALSE,1.54275230883077,1.7576951253418,1.48995620923726
"105","HumScrm","25",TRUE,"RLELO_F",0.787302617161556,FALSE,2.39949613649035,1.64312815892303,0.042789020244447
"106","HumScrm","26",TRUE,"RLELO_F",0.611419090247064,FALSE,1.4945930586434,0.528919165246975,0.489463901738098
"107","HumScrm","27",TRUE,"RLELO_F",0.880036921802195,FALSE,3.10679807407625,2.62451496426748,-0.120718064040937
"108","HumScrm","28",TRUE,"RLELO_F",0.959592903619981,FALSE,3.3870847743438,2.19266408568918,0.085682990887887
"109","HumScrm","29",TRUE,"RLELO_F",0.893882434103781,FALSE,2.31950226530299,2.5363616568461,0.007844727012842
"110","HumScrm","30",TRUE,"RLELO_F",0.893297014193378,FALSE,2.32200599563187,1.7775066587738,-0.013785672768716
"111","HumScrm","31",TRUE,"RLELO_F",0.905670348557973,FALSE,2.58664914851024,1.99990569668626,0.019125319263094
"112","HumScrm","32",TRUE,"RLELO_F",0.837754695839383,FALSE,2.15761762715718,2.1462690834338,-0.052924370863997
"113","HumScrm","33",TRUE,"RLELO_F",0.915201226925178,FALSE,3.99139652924743,2.57718115406705,0.255061802406322
"114","HumScrm","34",TRUE,"RLELO_F",0.535757881327622,FALSE,1.5,0.5,0.5
"115","HumScrm","35",TRUE,"RLELO_F",0.893848094621514,FALSE,2.78088770896613,1.97103771081291,0.257264225015152
"116","HumScrm","36",TRUE,"RLELO_F",0.736819408171973,FALSE,2.20363632198326,1.81759527847262,-0.382231054281343
"117","HumScrm","37",TRUE,"RLELO_F",0.828792494854497,FALSE,3.27606939940125,2.86346978924601,-0.166867090356719
"118","HumScrm","38",TRUE,"RLELO_F",0.923703050926724,FALSE,2.3968287792087,1.76253938618053,0.143950549098873
"119","HumScrm","39",TRUE,"RLELO_F",0.911509115101071,FALSE,2.92842903503292,2.06924869902176,0.087473146708823
"120","HumScrm","40",TRUE,"RLELO_F",0.893345357406248,FALSE,2.11901822060086,1.96483302414971,-0.156489958538647
"121","HumScrm","41",TRUE,"RLELO_F",0.950861259171356,FALSE,3.88410836721404,2.8413913290977,-0.001306064898709
"122","HumScrm","42",TRUE,"RLELO_F",0.895757841844765,FALSE,3.84705581359082,1.6502623274066,0.164791901686667
"123","HumScrm","43",TRUE,"RLELO_F",0.881623880799178,FALSE,2.54423733986948,1.89456462724708,0.133690272141257
"124","HumScrm","44",TRUE,"RLELO_F",0.920721728069384,FALSE,3.56692946643056,2.40082102131733,0.012405517905129
"125","HumScrm","45",TRUE,"RLELO_F",0.829826917402391,FALSE,2.47773567535944,1.68160583710774,-0.076682523268001
"126","HumScrm","46",TRUE,"RLELO_F",0.526576875106314,FALSE,1.50064062725665,0.503451256533137,0.562401349545186
"127","HumScrm","47",TRUE,"RLELO_F",0.819908715996768,FALSE,1.5,0.5,0.5
"128","HumScrm","48",TRUE,"RLELO_F",0.584325653778437,FALSE,0.5,1.5,0.5
"129","HumScrm","49",TRUE,"RLELO_F",0.512059276058428,FALSE,0.5,0.5,0.5
"130","HumScrm","50",TRUE,"RLELO_F",0.875123073669232,FALSE,2.53644207623075,1.80885229186668,-0.32996999487167
"131","HumScrm","51",TRUE,"RLELO_F",0.870228915662453,FALSE,2.39003595990759,1.70445441402931,0.04144804818733
"132","HumScrm","52",TRUE,"RLELO_F",0.731560373177805,FALSE,2.16609825420572,2.05794082590784,-0.027303586006185
"133","HumScrm","53",TRUE,"RLELO_F",0.800626863359093,FALSE,2.69475687636617,1.59958778786226,0.184087683991817
"134","HumScrm","54",TRUE,"RLELO_F",0.522749839764322,FALSE,0.5,1.5,0.5
"135","HumScrm","55",TRUE,"RLELO_F",0.757937931141846,FALSE,2.69199064523691,1.7439055519018,-0.054820111439097
"136","HumScrm","56",TRUE,"RLELO_F",0.528824283390584,FALSE,0.457196267319713,1.36081322458352,0.763994774043167
"137","HumScrm","57",TRUE,"RLELO_F",0.789215953995601,FALSE,3.44068967146539,1.56153476264853,-0.191032995682788
"138","HumScrm","58",TRUE,"RLELO_F",0.869421141412031,FALSE,2.76430588118029,1.67504412639208,0.212971633136194
"139","HumScrm","59",TRUE,"RLELO_F",0.685038516664808,FALSE,1.5,0.5,0.5
"140","HumScrm","60",TRUE,"RLELO_F",0.560354883309562,FALSE,0.5,0.5,0.5
"141","HumScrm","61",TRUE,"RLELO_F",0.52483067906976,FALSE,1.5,1.4187450433278,0.405012463890262
"142","HumScrm","62",TRUE,"RLELO_F",0.726885954644991,FALSE,2.68918397652446,1.74977600551928,0.29758313140872
"143","HumScrm","63",TRUE,"RLELO_F",0.535232331516303,FALSE,2.02425784790942,2.16442059557457,0.330075761505037
"144","HumScrm","64",TRUE,"RLELO_F",0.885404023757285,FALSE,2.57786921857611,2.05778701437734,-0.019900243304208
"145","HumScrm","65",TRUE,"RLELO_F",0.884706937927387,FALSE,2.60564755858723,2.17966190505842,-0.022880808034853
"146","HumScrm","66",TRUE,"RLELO_F",0.895150064032665,FALSE,2.38860287844735,1.98431037411625,0.02061825581225
"147","HumScrm","67",TRUE,"RLELO_F",0.815628627482239,FALSE,2.14034372119158,2.20393521137555,-0.046681639214012
"148","HumScrm","68",TRUE,"RLELO_F",0.555163582963815,FALSE,1.58573403682077,2.51365331584313,2.05412057299574
"149","HumScrm","69",TRUE,"RLELO_F",0.721334525066712,FALSE,2.1716629152685,2.42119904183667,0.106822517782076
"150","HumScrm","70",TRUE,"RLELO_F",0.918635615539683,FALSE,3.63384513451715,3.00790683876199,0.041640621037538
"151","HumScrm","71",TRUE,"RLELO_F",0.883709317636578,FALSE,2.43133076681678,1.91664674916078,-0.045889377769489
"152","HumScrm","72",TRUE,"RLELO_F",0.8239589419892,FALSE,2.62635589240565,2.71220575966704,0.074517974916459
"153","HumScrm","73",TRUE,"RLELO_F",0.76927312609414,FALSE,1.39696780587253,1.85664393766937,-0.735621051801819
"154","HumScrm","74",TRUE,"RLELO_F",0.511829053322551,FALSE,1.69712059092808,1.58121181674958,0.342789362743519
"155","HumScrm","75",TRUE,"RLELO_F",0.811286171419991,FALSE,2.72452590800612,2.4648862145554,-0.103622220082534
"156","HumScrm","76",TRUE,"RLELO_F",0.528572709276459,FALSE,1.69355866801725,1.6288261758379,0.616832981570824
"157","HumScrm","77",TRUE,"RLELO_F",0.80272142537951,FALSE,1.97327072341858,1.74293672693077,-0.069750082899138
"158","RGMDL1","1",TRUE,"RLELO_F",0.577990974326978,FALSE,1.38566994156892,1.56906921177487,-0.5077649420719
"159","RGMDL1","2",TRUE,"RLELO_F",0.70134156434348,FALSE,4.00934576861168,1.22190947240879,0.055744139325064
"160","RGMDL1","3",TRUE,"RLELO_F",0.581825522542425,FALSE,0.5,0.5,0.5
"161","RGMDL1","4",TRUE,"RLELO_F",0.703110510365167,FALSE,2.99022855086382,1.91825370560058,-0.025658641269448
